"","pair_id","time_utc","insert_time","travel_time","time","time_adjusted","id","speed","datetime","traveltime"
"149",10356,2013-09-16 13:35:00,"2013-09-16 17:35:00","370",2013-09-16 17:35:00,2013-09-16 17:35:00,3823,55.5,2014-09-15 13:35:00,337
"150",10356,2013-09-16 14:05:00,"2013-09-16 18:05:00","376",2013-09-16 18:05:00,2013-09-16 18:05:00,3843,55.9,2014-09-15 14:05:00,335
"151",10356,2013-09-16 14:35:00,"2013-09-16 18:35:00","374",2013-09-16 18:35:00,2013-09-16 18:35:00,3863,51,2014-09-15 14:35:00,367
"152",10356,2013-09-16 14:50:00,"2013-09-16 18:50:00","333",2013-09-16 18:50:00,2013-09-16 18:50:00,3873,52.1,2014-09-15 14:50:00,359
"153",10356,2013-09-16 15:05:00,"2013-09-16 19:05:00","353",2013-09-16 19:05:00,2013-09-16 19:05:00,3883,50.5,2014-09-15 15:05:00,371
"154",10356,2013-09-16 15:20:00,"2013-09-16 19:20:00","369",2013-09-16 19:20:00,2013-09-16 19:20:00,3893,53,2014-09-15 15:20:00,353
"155",10356,2013-09-16 15:35:00,"2013-09-16 19:35:00","341",2013-09-16 19:35:00,2013-09-16 19:35:00,3903,53,2014-09-15 15:35:00,353
"156",10356,2013-09-16 15:50:00,"2013-09-16 19:50:00","331",2013-09-16 19:50:00,2013-09-16 19:50:00,3913,49.4,2014-09-15 15:50:00,379
"157",10356,2013-09-16 16:05:00,"2013-09-16 20:05:00","369",2013-09-16 20:05:00,2013-09-16 20:05:00,3923,51.4,2014-09-15 16:05:00,364
"158",10356,2013-09-16 16:20:00,"2013-09-16 20:20:00","376",2013-09-16 20:20:00,2013-09-16 20:20:00,3933,49.8,2014-09-15 16:20:00,376
"159",10356,2013-09-16 16:35:00,"2013-09-16 20:35:00","375",2013-09-16 20:35:00,2013-09-16 20:35:00,3943,47.8,2014-09-15 16:35:00,392
"160",10356,2013-09-16 16:50:00,"2013-09-16 20:50:00","357",2013-09-16 20:50:00,2013-09-16 20:50:00,3953,44.3,2014-09-15 16:50:00,423
"161",10356,2013-09-16 17:05:00,"2013-09-16 21:05:00","358",2013-09-16 21:05:00,2013-09-16 21:05:00,3963,41.7,2014-09-15 17:05:00,448.999
"162",10356,2013-09-16 17:20:00,"2013-09-16 21:20:00","408",2013-09-16 21:20:00,2013-09-16 21:20:00,3973,35.8,2014-09-15 17:20:00,523
"163",10356,2013-09-16 17:35:00,"2013-09-16 21:35:00","507",2013-09-16 21:35:00,2013-09-16 21:35:00,3983,24.5,2014-09-15 17:35:00,763.001
