id,pairid,speed,datetime,traveltime
3973,10356,35.8,9/15/14 17:20,523
3974,10496,22.9,9/15/14 17:20,629
3975,10498,60.7,9/15/14 17:20,83
3976,10499,63.2,9/15/14 17:20,228
3977,10360,57.1,9/15/14 17:20,334
3978,10364,27.1,9/15/14 17:20,758.001
3979,10363,28.1,9/15/14 17:20,487.001
3980,10361,47.3,9/15/14 17:20,289
3981,10357,45.7,9/15/14 17:35,205
3982,16981,23.3,9/15/14 17:35,463.862
3983,10356,24.5,9/15/14 17:35,763.001
3984,10496,21.5,9/15/14 17:35,671
3985,10498,25.8,9/15/14 17:35,195
3986,10499,53.7,9/15/14 17:35,268
3987,10360,48.7,9/15/14 17:35,392
3988,10364,27.1,9/15/14 17:35,758.001
3989,10363,30.3,9/15/14 17:35,451
3990,10361,39.9,9/15/14 17:35,343
3991,10357,31.5,9/15/14 17:50,297
3992,16981,26.1,9/15/14 17:50,413.494
3993,10356,26.9,9/15/14 17:50,696.999
3994,10496,24.5,9/15/14 17:50,587
3995,10498,26.4,9/15/14 17:50,191
3996,10499,48.6,9/15/14 17:50,296
3997,10360,47,9/15/14 17:50,406
3998,10364,25.1,9/15/14 17:50,817.999
3999,10363,32.8,9/15/14 17:50,416.999
4000,10361,43.4,9/15/14 17:50,315
4001,10357,34.8,9/15/14 18:05,269
4002,16981,25.9,9/15/14 18:05,416.495
4003,10356,26.9,9/15/14 18:05,696.999
4004,10496,27.6,9/15/14 18:05,520.999
4005,10498,24.6,9/15/14 18:05,205
4006,10499,43.9,9/15/14 18:05,328
4007,10360,42.4,9/15/14 18:05,450
4008,10364,22.3,9/15/14 18:05,921.999
4009,10363,32.8,9/15/14 18:05,416.999
4010,10361,46.7,9/15/14 18:05,293
4011,10357,32.2,9/15/14 18:20,291
4012,16981,21.9,9/15/14 18:20,493.634
4013,10356,30,9/15/14 18:20,622.999
4014,10496,27.6,9/15/14 18:20,520.999
4015,10498,48.9,9/15/14 18:20,103
4016,10499,53.7,9/15/14 18:20,268
4017,10360,50.2,9/15/14 18:20,380
4018,10364,21.6,9/15/14 18:20,950
4019,10363,33.8,9/15/14 18:20,405
4020,10361,38.5,9/15/14 18:20,355
4021,10357,39.5,9/15/14 18:35,237
4022,16981,20.7,9/15/14 18:35,521.499
4023,10356,28.2,9/15/14 18:35,664.999
4024,10496,25.2,9/15/14 18:35,571
4025,10498,53.1,9/15/14 18:35,95.0001
4026,10499,58.5,9/15/14 18:35,246
4027,10360,54.5,9/15/14 18:35,350
4028,10364,25,9/15/14 18:35,822
4029,10363,32.9,9/15/14 18:35,416
4030,10361,31.7,9/15/14 18:35,431.001
4031,10357,38.8,9/15/14 18:50,241
4032,16981,18.9,9/15/14 18:50,572.375
4033,10356,27.7,9/15/14 18:50,677
4034,10496,23.5,9/15/14 18:50,613.001
4035,10498,63.8,9/15/14 18:50,79
4036,10499,63.2,9/15/14 18:50,228
4037,10360,56.1,9/15/14 18:50,340
4038,10364,17.4,9/15/14 18:50,1182
4039,10363,32.9,9/15/14 18:50,416
4040,10361,24.5,9/15/14 18:50,558.001
4041,10357,46.6,9/15/14 19:05,201
4042,16981,20.5,9/15/14 19:05,527.442
4043,10356,27.5,9/15/14 19:05,681
4044,10496,21.5,9/15/14 19:05,671
4045,10498,62.2,9/15/14 19:05,81
4046,10499,65.5,9/15/14 19:05,220
4047,10360,60.4,9/15/14 19:05,316
4048,10364,16.8,9/15/14 19:05,1224
4049,10363,27.6,9/15/14 19:05,496.001
4050,10361,20.9,9/15/14 19:05,655
4051,10357,46.6,9/15/14 19:20,201
4052,16981,20.3,9/15/14 19:20,531.394
4053,10356,27.5,9/15/14 19:20,681
4054,10496,21.2,9/15/14 19:20,678.999
4055,10498,60,9/15/14 19:20,84
4056,10499,65.5,9/15/14 19:20,220
4057,10360,61.5,9/15/14 19:20,310
4058,10364,17.1,9/15/14 19:20,1202
4059,10363,24.3,9/15/14 19:20,562.001
4060,10361,50.5,9/15/14 19:20,271
4061,10357,46.6,9/15/14 19:35,201
4062,16981,18.8,9/15/14 19:35,574.001
4063,10356,27.5,9/15/14 19:35,681
4064,10496,23.8,9/15/14 19:35,603.999
4065,10498,60.7,9/15/14 19:35,83
4066,10499,65.5,9/15/14 19:35,220
4067,10360,58.9,9/15/14 19:35,324
4068,10364,26.5,9/15/14 19:35,773.001
4069,10363,24.2,9/15/14 19:35,566
4070,10361,52.6,9/15/14 19:35,260
4071,10357,46.6,9/15/14 19:50,201
4072,16981,25.7,9/15/14 19:50,419.761
4073,10356,27.5,9/15/14 19:50,681
4074,10496,37.1,9/15/14 19:50,388
4075,10498,62.2,9/15/14 19:50,81
4076,10499,65.5,9/15/14 19:50,220
4077,10360,55.8,9/15/14 19:50,342
4078,10364,44.2,9/15/14 19:50,464
4079,10363,24.2,9/15/14 19:50,566
4080,10361,52.2,9/15/14 19:50,262
4081,10357,63.7,9/15/14 20:05,147
4082,16981,37.3,9/15/14 20:05,289.188
4083,10356,51.4,9/15/14 20:05,364
4084,10496,63.2,9/15/14 20:05,228
4085,10498,67.2,9/15/14 20:05,75
4086,10499,67.3,9/15/14 20:05,214
4087,10360,57.5,9/15/14 20:05,332
4088,10364,53.6,9/15/14 20:05,383
4089,10363,49.4,9/15/14 20:05,277
4090,10361,53.4,9/15/14 20:05,256
4091,10357,70.4,9/15/14 20:20,133
4092,16981,46.3,9/15/14 20:20,233.499
4093,10356,53.5,9/15/14 20:20,350
4094,10496,59,9/15/14 20:20,244
4095,10498,65.5,9/15/14 20:20,77.0001
4096,10499,66.7,9/15/14 20:20,216
4097,10360,58.9,9/15/14 20:20,324
4098,10364,49.6,9/15/14 20:20,414
4099,10363,54.1,9/15/14 20:20,253
4100,10361,54.7,9/15/14 20:20,250
4101,10357,64.6,9/15/14 20:35,145
4102,16981,48.3,9/15/14 20:35,223.49
4103,10356,53.5,9/15/14 20:35,350
4104,10496,56.7,9/15/14 20:35,254
4105,10498,66.3,9/15/14 20:35,76
4106,10499,64,9/15/14 20:35,225
4107,10360,57.3,9/15/14 20:35,333
4108,10364,49.6,9/15/14 20:35,414
4109,10363,54.5,9/15/14 20:35,251
4110,10361,48.9,9/15/14 20:35,280
4111,10357,65.5,9/15/14 20:50,143
4112,16981,49.6,9/15/14 20:50,217.775
4113,10356,53.5,9/15/14 20:50,350
4114,10496,60,9/15/14 20:50,240
4115,10498,63,9/15/14 20:50,80
4116,10499,65.8,9/15/14 20:50,219
4117,10360,59.8,9/15/14 20:50,319
4118,10364,46.8,9/15/14 20:50,438
4119,10363,52.2,9/15/14 20:50,262
4120,10361,50.7,9/15/14 20:50,270
4121,10357,63.7,9/15/14 21:05,147
4122,16981,49.8,9/15/14 21:05,216.705
4123,10356,53.5,9/15/14 21:05,350
4124,10496,56.3,9/15/14 21:05,256
4125,10498,60,9/15/14 21:05,84
4126,10499,64.6,9/15/14 21:05,223
4127,10360,58.7,9/15/14 21:05,325
4128,10364,51.3,9/15/14 21:05,400
4129,10363,50.7,9/15/14 21:05,270
4130,10361,50.7,9/15/14 21:05,270
4131,10357,67.3,9/15/14 21:20,139
4132,16981,53.9,9/15/14 21:20,200.489
4133,10356,55.7,9/15/14 21:20,336
4134,10496,58.1,9/15/14 21:20,248
4135,10498,61.5,9/15/14 21:20,82
4136,10499,65.8,9/15/14 21:20,219
4137,10360,55.3,9/15/14 21:20,345
4138,10364,24.3,9/15/14 21:20,844
4139,10363,50.3,9/15/14 21:20,272
4140,10361,49.6,9/15/14 21:20,276
4141,10357,63.7,9/15/14 21:35,147
4142,16981,53.9,9/15/14 21:35,200.489
4143,10356,52.3,9/15/14 21:35,358
4144,10496,55.4,9/15/14 21:35,260
4145,10498,56,9/15/14 21:35,90
4146,10499,65.8,9/15/14 21:35,219
4147,10360,56.6,9/15/14 21:35,337
4148,10364,24.3,9/15/14 21:35,844
4149,10363,50.3,9/15/14 21:35,272
4150,10361,51.4,9/15/14 21:35,266
4151,10357,62,9/15/14 21:50,151
4152,16981,50.4,9/15/14 21:50,214.214
4153,10356,47.9,9/15/14 21:50,391
4154,10496,57.4,9/15/14 21:50,251
4155,10498,58.6,9/15/14 21:50,85.9999
4156,10499,64,9/15/14 21:50,225
4157,10360,55.3,9/15/14 21:50,345
4158,10364,24.3,9/15/14 21:50,844
4159,10363,50.3,9/15/14 21:50,272
4160,10361,46.7,9/15/14 21:50,293
4161,10357,65.5,9/15/14 22:05,143
4162,16981,53.5,9/15/14 22:05,202
4163,10356,55.5,9/15/14 22:05,337
4164,10496,56,9/15/14 22:05,257
4165,10498,60,9/15/14 22:05,84
4166,10499,62.9,9/15/14 22:05,229
4167,10360,55.3,9/15/14 22:05,345
4168,10364,11,9/15/14 22:05,1858.01
4169,10363,50.3,9/15/14 22:05,272
4170,10361,46.7,9/15/14 22:05,293
4171,10357,67.3,9/15/14 22:20,139
4172,16981,2.9,9/15/14 22:20,3727.99
4173,10356,55.9,9/15/14 22:20,335
4174,10496,59.8,9/15/14 22:20,241
4175,10498,66.3,9/15/14 22:20,76
4176,10499,62.9,9/15/14 22:20,229
4177,10360,54.1,9/15/14 22:20,353
4178,10364,11,9/15/14 22:20,1858.01
4179,10363,50.3,9/15/14 22:20,272
4180,10361,45.4,9/15/14 22:20,301
4181,10357,63.7,9/15/14 22:35,147
4182,16981,5.5,9/15/14 22:35,1966
4183,10356,55.9,9/15/14 22:35,335
4184,10496,58.3,9/15/14 22:35,247
4185,10498,61.5,9/15/14 22:35,82
4186,10499,65.2,9/15/14 22:35,221
4187,10360,53.4,9/15/14 22:35,357
4188,10364,34.1,9/15/14 22:35,602
4189,10363,48.2,9/15/14 22:35,284
4190,10361,50.5,9/15/14 22:35,271
4191,10357,65.9,9/15/14 22:50,142
4192,16981,20.5,9/15/14 22:50,527.992
4193,10356,38,9/15/14 22:50,493
4194,10496,37.2,9/15/14 22:50,387
4195,10498,65.5,9/15/14 22:50,77.0001
4196,10499,67.6,9/15/14 22:50,213
4197,10360,64.2,9/15/14 22:50,297
4198,10364,44.9,9/15/14 22:50,457
4199,10363,48.2,9/15/14 22:50,284
4200,10361,50.5,9/15/14 22:50,271
4201,10357,65.9,9/15/14 23:05,142
4202,16981,20.5,9/15/14 23:05,527.992
4203,10356,24.8,9/15/14 23:05,756
4204,10496,22.4,9/15/14 23:05,643.001
4205,10498,65.5,9/15/14 23:05,77.0001
4206,10499,60.8,9/15/14 23:05,237
4207,10360,56.8,9/15/14 23:05,336
4208,10364,44.9,9/15/14 23:05,457
4209,10363,42.8,9/15/14 23:05,320
4210,10361,49.4,9/15/14 23:05,277
4211,10357,69.9,9/15/14 23:20,134
4212,16981,20.5,9/15/14 23:20,526
4213,10356,31,9/15/14 23:20,604
4214,10496,30.6,9/15/14 23:20,470
4215,10498,59.3,9/15/14 23:20,85
4216,10499,64,9/15/14 23:20,225
4217,10360,58.2,9/15/14 23:20,328
4218,10364,34.1,9/15/14 23:20,602
4219,10363,26.4,9/15/14 23:20,517.999
4220,10361,48.2,9/15/14 23:20,284
4221,10357,67.8,9/15/14 23:35,138
4222,16981,32,9/15/14 23:35,337.499
4223,10356,34.7,9/15/14 23:35,539
4224,10496,34.6,9/15/14 23:35,416
4225,10498,65.5,9/15/14 23:35,77.0001
4226,10499,65.8,9/15/14 23:35,219
4227,10360,57.8,9/15/14 23:35,330
4228,10364,41.5,9/15/14 23:35,494
4229,10363,26.4,9/15/14 23:35,517.999
4230,10361,45.6,9/15/14 23:35,300
4231,10357,69.9,9/15/14 23:50,134
4232,16981,31.8,9/15/14 23:50,339.493
4233,10356,36.6,9/15/14 23:50,510.999
4234,10496,36.4,9/15/14 23:50,396
4235,10498,65.5,9/15/14 23:50,77.0001
4236,10499,61.8,9/15/14 23:50,233
4237,10360,49.7,9/15/14 23:50,384
4238,10364,41.5,9/15/14 23:50,494
4239,10363,26.4,9/15/14 23:50,517.999
4240,10361,47.2,9/15/14 23:50,290
4241,10357,65,9/16/14 0:05,144
4242,16981,28,9/16/14 0:05,385.687
4243,10356,37.5,9/16/14 0:05,499
4244,10496,34.3,9/16/14 0:05,420
4245,10498,60.7,9/16/14 0:05,83
4246,10499,60.3,9/16/14 0:05,239
4247,10360,53,9/16/14 0:05,360
4248,10364,41.5,9/16/14 0:05,494
4249,10363,26.4,9/16/14 0:05,517.999
4250,10361,47.8,9/16/14 0:05,286
4251,10357,66.9,9/16/14 0:20,140
4252,16981,27,9/16/14 0:20,400
4253,10356,33.4,9/16/14 0:20,561
4254,10496,34.3,9/16/14 0:20,420
4255,10498,63.8,9/16/14 0:20,79
4256,10499,52.7,9/16/14 0:20,273
4257,10360,58.5,9/16/14 0:20,326
4258,10364,41.5,9/16/14 0:20,494
4259,10363,37.2,9/16/14 0:20,368
4260,10361,47.8,9/16/14 0:20,286
4261,10357,74.3,9/16/14 0:35,126
4262,16981,27,9/16/14 0:35,400
4263,10356,37.5,9/16/14 0:35,499
4264,10496,51.1,9/16/14 0:35,282
4265,10498,62.2,9/16/14 0:35,81
4266,10499,55.6,9/16/14 0:35,259
4267,10360,56.4,9/16/14 0:35,338
4268,10364,41.5,9/16/14 0:35,494
4269,10363,40.6,9/16/14 0:35,337
4270,10361,20.3,9/16/14 0:35,674.001
4271,10357,67.8,9/16/14 0:50,138
4272,16981,33.3,9/16/14 0:50,324.377
4273,10356,47.4,9/16/14 0:50,395
4274,10496,49.3,9/16/14 0:50,292
4275,10498,61.5,9/16/14 0:50,82
4276,10499,62.3,9/16/14 0:50,231
4277,10360,56.1,9/16/14 0:50,340
4278,10364,41.5,9/16/14 0:50,494
4279,10363,40.6,9/16/14 0:50,337
4280,10361,20.3,9/16/14 0:50,674.001
4281,10357,61.2,9/16/14 1:05,153
4282,16981,45.9,9/16/14 1:05,235.372
4283,10356,50.2,9/16/14 1:05,373
4284,10496,51.1,9/16/14 1:05,282
4285,10498,61.5,9/16/14 1:05,82
4286,10499,62.3,9/16/14 1:05,231
4287,10360,56.1,9/16/14 1:05,340
4288,10364,13.3,9/16/14 1:05,1538
4289,10363,40.6,9/16/14 1:05,337
4290,10361,11.7,9/16/14 1:05,1166
4291,10357,61.2,9/16/14 1:20,153
4292,16981,38.8,9/16/14 1:20,278.111
4293,10356,46.9,9/16/14 1:20,399
4294,10496,49.8,9/16/14 1:20,289
4295,10498,61.5,9/16/14 1:20,82
4296,10499,58.8,9/16/14 1:20,245
4297,10360,49.9,9/16/14 1:20,382
4298,10364,13.3,9/16/14 1:20,1538
4299,10363,41.7,9/16/14 1:20,328
4300,10361,11.7,9/16/14 1:20,1166
4301,10357,61.2,9/16/14 1:35,153
4302,16981,41.9,9/16/14 1:35,257.996
4303,10356,46.9,9/16/14 1:35,399
4304,10496,49.8,9/16/14 1:35,289
4305,10498,61.5,9/16/14 1:35,82
4306,10499,56.9,9/16/14 1:35,253
4307,10360,49.4,9/16/14 1:35,386
4308,10364,41.1,9/16/14 1:35,499.001
4309,10363,41.7,9/16/14 1:35,328
4310,10361,11.7,9/16/14 1:35,1166
4311,10357,61.2,9/16/14 1:50,153
4312,16981,42.1,9/16/14 1:50,256.499
4313,10356,45.2,9/16/14 1:50,414
4314,10496,49.1,9/16/14 1:50,293
4315,10498,56,9/16/14 1:50,90
4316,10499,56.9,9/16/14 1:50,253
4317,10360,49.9,9/16/14 1:50,382
4318,10364,41.1,9/16/14 1:50,499.001
4319,10363,41.7,9/16/14 1:50,328
4320,10361,11.7,9/16/14 1:50,1166
4321,10357,58.9,9/16/14 2:05,159
4322,16981,43.3,9/16/14 2:05,249.331
4323,10356,45.2,9/16/14 2:05,414
4324,10496,47.8,9/16/14 2:05,301
4325,10498,61.5,9/16/14 2:05,82
4326,10499,59.3,9/16/14 2:05,243
4327,10360,53,9/16/14 2:05,360
4328,10364,41.1,9/16/14 2:05,499.001
4329,10363,41.7,9/16/14 2:05,328
4330,10361,11.7,9/16/14 2:05,1166
4331,10357,62.8,9/16/14 2:20,149
4332,16981,42.1,9/16/14 2:20,256.499
4333,10356,45.2,9/16/14 2:20,414
4334,10496,47.8,9/16/14 2:20,301
4335,10498,53.6,9/16/14 2:20,94
4336,10499,58.3,9/16/14 2:20,247
4337,10360,53,9/16/14 2:20,360
4338,10364,41.1,9/16/14 2:20,499.001
4339,10363,41.7,9/16/14 2:20,328
4340,10361,35,9/16/14 2:20,391
4341,10357,58.9,9/16/14 2:35,159
4342,16981,42.6,9/16/14 2:35,253.475
4343,10356,45.2,9/16/14 2:35,414
4344,10496,47.5,9/16/14 2:35,303
4345,10498,53.6,9/16/14 2:35,94
4346,10499,59.3,9/16/14 2:35,243
4347,10360,53,9/16/14 2:35,360
4348,10364,45.4,9/16/14 2:35,452
4349,10363,41.7,9/16/14 2:35,328
4350,10361,35.7,9/16/14 2:35,383
4351,10357,58.1,9/16/14 2:50,161
4352,16981,36.1,9/16/14 2:50,298.987
4353,10356,45.2,9/16/14 2:50,414
4354,10496,47.5,9/16/14 2:50,303
4355,10498,56,9/16/14 2:50,90
4356,10499,58.3,9/16/14 2:50,247
4357,10360,50.7,9/16/14 2:50,376
4358,10364,45.4,9/16/14 2:50,452
4359,10363,41.7,9/16/14 2:50,328
4360,10361,42.4,9/16/14 2:50,323
4361,10357,58.9,9/16/14 3:05,159
4362,16981,36.1,9/16/14 3:05,298.987
4363,10356,46.9,9/16/14 3:05,399
4364,10496,47.8,9/16/14 3:05,301
4365,10498,56,9/16/14 3:05,90
4366,10499,56.5,9/16/14 3:05,255
4367,10360,52.1,9/16/14 3:05,366
4368,10364,45.4,9/16/14 3:05,452
4369,10363,41.7,9/16/14 3:05,328
4370,10361,42.4,9/16/14 3:05,323
4371,10357,58.9,9/16/14 3:20,159
4372,16981,36.1,9/16/14 3:20,298.987
4373,10356,46.9,9/16/14 3:20,399
4374,10496,47.8,9/16/14 3:20,301
4375,10498,56,9/16/14 3:20,90
4376,10499,58.3,9/16/14 3:20,247
4377,10360,52.1,9/16/14 3:20,366
4378,10364,41.8,9/16/14 3:20,491
4379,10363,41.7,9/16/14 3:20,328
4380,10361,38.8,9/16/14 3:20,353
4381,10357,58.9,9/16/14 3:35,159
4382,16981,36.1,9/16/14 3:35,298.987
4383,10356,46.9,9/16/14 3:35,399
4384,10496,47.8,9/16/14 3:35,301
4385,10498,61.5,9/16/14 3:35,82
4386,10499,56.5,9/16/14 3:35,255
4387,10360,50.7,9/16/14 3:35,376
4388,10364,41.8,9/16/14 3:35,491
4389,10363,41.7,9/16/14 3:35,328
4390,10361,38.8,9/16/14 3:35,353
4391,10357,63.7,9/16/14 3:50,147
4392,16981,46.3,9/16/14 3:50,233.385
4393,10356,46.9,9/16/14 3:50,399
4394,10496,47.8,9/16/14 3:50,301
4395,10498,61.5,9/16/14 3:50,82
4396,10499,62.9,9/16/14 3:50,229
4397,10360,57,9/16/14 3:50,335
4398,10364,45.4,9/16/14 3:50,452
4399,10363,43.3,9/16/14 3:50,316
4400,10361,42.4,9/16/14 3:50,323
4401,10357,65.5,9/16/14 4:05,143
4402,16981,48.6,9/16/14 4:05,222
4403,10356,46.9,9/16/14 4:05,399
4404,10496,47.8,9/16/14 4:05,301
4405,10498,58.6,9/16/14 4:05,85.9999
4406,10499,59.3,9/16/14 4:05,243
4407,10360,55.3,9/16/14 4:05,345
4408,10364,45.4,9/16/14 4:05,452
4409,10363,45.1,9/16/14 4:05,303
4410,10361,47.7,9/16/14 4:05,287
4411,10357,69.3,9/16/14 4:20,135
4412,16981,44.6,9/16/14 4:20,242.017
4413,10356,48.8,9/16/14 4:20,384
4414,10496,47.8,9/16/14 4:20,301
4415,10498,58.6,9/16/14 4:20,85.9999
4416,10499,58.8,9/16/14 4:20,245
4417,10360,55.3,9/16/14 4:20,345
4418,10364,45.4,9/16/14 4:20,452
4419,10363,49.9,9/16/14 4:20,274
4420,10361,47.7,9/16/14 4:20,287
4421,10357,70.4,9/16/14 4:35,133
4422,16981,46.8,9/16/14 4:35,230.649
4423,10356,48.8,9/16/14 4:35,384
4424,10496,47.8,9/16/14 4:35,301
4425,10498,58.6,9/16/14 4:35,85.9999
4426,10499,64.6,9/16/14 4:35,223
4427,10360,59.4,9/16/14 4:35,321
4428,10364,41.8,9/16/14 4:35,491
4429,10363,49.9,9/16/14 4:35,274
4430,10361,54.1,9/16/14 4:35,253
4431,10357,70.4,9/16/14 4:50,133
4432,16981,42.8,9/16/14 4:50,252.332
4433,10356,49.9,9/16/14 4:50,375
4434,10496,52.4,9/16/14 4:50,275
4435,10498,61.5,9/16/14 4:50,82
4436,10499,61.8,9/16/14 4:50,233
4437,10360,61,9/16/14 4:50,313
4438,10364,45.4,9/16/14 4:50,452
4439,10363,52.2,9/16/14 4:50,262
4440,10361,60.3,9/16/14 4:50,227
4441,10357,77.4,9/16/14 5:05,121
4442,16981,46.8,9/16/14 5:05,230.649
4443,10356,54.6,9/16/14 5:05,343
4444,10496,57.8,9/16/14 5:05,249
4445,10498,68.1,9/16/14 5:05,74
4446,10499,68.2,9/16/14 5:05,211
4447,10360,63.8,9/16/14 5:05,299
4448,10364,45.4,9/16/14 5:05,452
4449,10363,52.2,9/16/14 5:05,262
4450,10361,55.4,9/16/14 5:05,247
4451,10357,66.4,9/16/14 5:20,141
4452,16981,46.8,9/16/14 5:20,230.649
4453,10356,58,9/16/14 5:20,323
4454,10496,61.8,9/16/14 5:20,233
4455,10498,64.6,9/16/14 5:20,78
4456,10499,73.8,9/16/14 5:20,195
4457,10360,63.8,9/16/14 5:20,299
4458,10364,45.4,9/16/14 5:20,452
4459,10363,49.9,9/16/14 5:20,274
4460,10361,57.5,9/16/14 5:20,238
4461,10357,66.4,9/16/14 5:35,141
4462,16981,18.2,9/16/14 5:35,594.001
4463,10356,55.1,9/16/14 5:35,340
4464,10496,61.8,9/16/14 5:35,233
4465,10498,69,9/16/14 5:35,73
4466,10499,73.5,9/16/14 5:35,196
4467,10360,59.8,9/16/14 5:35,319
4468,10364,45.4,9/16/14 5:35,452
4469,10363,47.2,9/16/14 5:35,290
4470,10361,55.8,9/16/14 5:35,245
4471,10357,64.6,9/16/14 5:50,145
4472,16981,13.5,9/16/14 5:50,798.126
4473,10356,54.7,9/16/14 5:50,342
4474,10496,59,9/16/14 5:50,244
4475,10498,65.5,9/16/14 5:50,77.0001
4476,10499,68.6,9/16/14 5:50,210
4477,10360,61.4,9/16/14 5:50,311
4478,10364,47.7,9/16/14 5:50,430
4479,10363,47.2,9/16/14 5:50,290
4480,10361,60.3,9/16/14 5:50,227
4481,10357,63.7,9/16/14 6:05,147
4482,16981,5.8,9/16/14 6:05,1874.33
4483,10356,57.8,9/16/14 6:05,324
4484,10496,62.9,9/16/14 6:05,229
4485,10498,62.2,9/16/14 6:05,81
4486,10499,65.5,9/16/14 6:05,220
4487,10360,62.1,9/16/14 6:05,307
4488,10364,50.9,9/16/14 6:05,403
4489,10363,53.6,9/16/14 6:05,255
4490,10361,50.5,9/16/14 6:05,271
4491,10357,66.4,9/16/14 6:20,141
4492,16981,25.2,9/16/14 6:20,428.316
4493,10356,60,9/16/14 6:20,312
4494,10496,62.9,9/16/14 6:20,229
4495,10498,59.3,9/16/14 6:20,85
4496,10499,66.1,9/16/14 6:20,218
4497,10360,57.3,9/16/14 6:20,333
4498,10364,55.9,9/16/14 6:20,367
4499,10363,53.6,9/16/14 6:20,255
4500,10361,52,9/16/14 6:20,263
4501,10357,67.3,9/16/14 6:35,139
4502,16981,47.8,9/16/14 6:35,226
4503,10356,51.1,9/16/14 6:35,366
4504,10496,57.6,9/16/14 6:35,250
4505,10498,50.4,9/16/14 6:35,100
4506,10499,57.4,9/16/14 6:35,251
4507,10360,57.1,9/16/14 6:35,334
4508,10364,55.9,9/16/14 6:35,367
4509,10363,55.6,9/16/14 6:35,246
4510,10361,54.7,9/16/14 6:35,250
4511,10357,70.4,9/16/14 6:50,133
4512,16981,50.1,9/16/14 6:50,215.537
4513,10356,53.9,9/16/14 6:50,347
4514,10496,59.5,9/16/14 6:50,242
4515,10498,57.3,9/16/14 6:50,88
4516,10499,59.8,9/16/14 6:50,241
4517,10360,55.1,9/16/14 6:50,346
4518,10364,49.7,9/16/14 6:50,413
4519,10363,54.3,9/16/14 6:50,252
4520,10361,58,9/16/14 6:50,236
4521,10357,68.8,9/16/14 7:05,136
4522,16981,52.4,9/16/14 7:05,206
4523,10356,56.2,9/16/14 7:05,333
4524,10496,60,9/16/14 7:05,240
4525,10498,58.6,9/16/14 7:05,85.9999
4526,10499,60.5,9/16/14 7:05,238
4527,10360,56.3,9/16/14 7:05,339
4528,10364,49.7,9/16/14 7:05,413
4529,10363,54.3,9/16/14 7:05,252
4530,10361,56.1,9/16/14 7:05,244
4531,10357,65.5,9/16/14 7:20,143
4532,16981,52.4,9/16/14 7:20,206
4533,10356,53.5,9/16/14 7:20,350
4534,10496,59.5,9/16/14 7:20,242
4535,10498,51.4,9/16/14 7:20,97.9999
4536,10499,61.3,9/16/14 7:20,235
4537,10360,42.1,9/16/14 7:20,453
4538,10364,49.7,9/16/14 7:20,413
4539,10363,51.8,9/16/14 7:20,264
4540,10361,55.6,9/16/14 7:20,246
4541,10357,65.5,9/16/14 7:35,143
4542,16981,46.6,9/16/14 7:35,231.52
4543,10356,50.3,9/16/14 7:35,372
4544,10496,53.3,9/16/14 7:35,270
4545,10498,57.3,9/16/14 7:35,88
4546,10499,41,9/16/14 7:35,351
4547,10360,34,9/16/14 7:35,561
4548,10364,51.7,9/16/14 7:35,397
4549,10363,51.4,9/16/14 7:35,266
4550,10361,53.9,9/16/14 7:35,254
4551,10357,51.7,9/16/14 7:50,181
4552,16981,40.2,9/16/14 7:50,268.72
4553,10356,45,9/16/14 7:50,416
4554,10496,45,9/16/14 7:50,320
4555,10498,52.5,9/16/14 7:50,96
4556,10499,28.9,9/16/14 7:50,499
4557,10360,24.5,9/16/14 7:50,779.001
4558,10364,52.5,9/16/14 7:50,391
4559,10363,51.4,9/16/14 7:50,266
4560,10361,55.2,9/16/14 7:50,248
4561,10357,34,9/16/14 8:05,275
4562,16981,38,9/16/14 8:05,284
4563,10356,47.8,9/16/14 8:05,392
4564,10496,54.1,9/16/14 8:05,266
4565,10498,26.5,9/16/14 8:05,190
4566,10499,22.2,9/16/14 8:05,648.999
4567,10360,20.2,9/16/14 8:05,944.999
4568,10364,49.9,9/16/14 8:05,411
4569,10363,51.4,9/16/14 8:05,266
4570,10361,53.4,9/16/14 8:05,256
4571,10357,28.6,9/16/14 8:20,326.999
4572,16981,37.1,9/16/14 8:20,290.832
4573,10356,55.4,9/16/14 8:20,338
4574,10496,59,9/16/14 8:20,244
4575,10498,22.7,9/16/14 8:20,222
4576,10499,20.1,9/16/14 8:20,716.999
4577,10360,19.3,9/16/14 8:20,987
4578,10364,48.7,9/16/14 8:20,421
4579,10363,46.5,9/16/14 8:20,294
4580,10361,52.2,9/16/14 8:20,262
4581,10357,34,9/16/14 8:35,275
4582,16981,39.5,9/16/14 8:35,273.663
4583,10356,55.4,9/16/14 8:35,338
4584,10496,61,9/16/14 8:35,236
4585,10498,19.8,9/16/14 8:35,254
4586,10499,18,9/16/14 8:35,801.001
4587,10360,17.3,9/16/14 8:35,1103
4588,10364,48.7,9/16/14 8:35,421
4589,10363,50.7,9/16/14 8:35,270
4590,10361,48.5,9/16/14 8:35,282
4591,10357,72,9/16/14 8:50,130
4592,16981,54.7,9/16/14 8:50,197.499
4593,10356,55.1,9/16/14 8:50,340
4594,10496,57.6,9/16/14 8:50,250
4595,10498,19.1,9/16/14 8:50,264
4596,10499,34.4,9/16/14 8:50,418
4597,10360,17.6,9/16/14 8:50,1083
4598,10364,50.5,9/16/14 8:50,406
4599,10363,46.5,9/16/14 8:50,294
4600,10361,37.4,9/16/14 8:50,366
4601,10357,71.5,9/16/14 9:05,131
