id,pairid,speed,datetime,traveltime
9762,16981,17.1,9/21/14 22:50,631.11
9763,10356,25.1,9/21/14 22:50,747.001
9764,10496,21.3,9/21/14 22:50,675.999
9765,10498,69,9/21/14 22:50,73
9766,10499,67.6,9/21/14 22:50,213
9767,10360,56.8,9/21/14 22:50,336
9768,10364,47.5,9/21/14 22:50,432
9769,10363,41.7,9/21/14 22:50,328
9770,10361,51.8,9/21/14 22:50,264
9771,10357,63.2,9/21/14 23:05,148
9772,16981,17.1,9/21/14 23:05,631.11
9773,10356,18.1,9/21/14 23:05,1037
9774,10496,17.3,9/21/14 23:05,833.999
9775,10498,67.2,9/21/14 23:05,75
9776,10499,65.8,9/21/14 23:05,219
9777,10360,56.8,9/21/14 23:05,336
9778,10364,47.5,9/21/14 23:05,432
9779,10363,18,9/21/14 23:05,759.001
9780,10361,51.8,9/21/14 23:05,264
9781,10357,68.3,9/21/14 23:20,137
9782,16981,10.9,9/21/14 23:20,990.43
9783,10356,18.6,9/21/14 23:20,1005
9784,10496,17.2,9/21/14 23:20,837.999
9785,10498,64.6,9/21/14 23:20,78
9786,10499,67,9/21/14 23:20,215
9787,10360,59.6,9/21/14 23:20,320
9788,10364,47.3,9/21/14 23:20,434
9789,10363,18,9/21/14 23:20,759.001
9790,10361,49.6,9/21/14 23:20,276
9791,10357,64.6,9/21/14 23:35,145
9792,16981,6.6,9/21/14 23:35,1637.01
9793,10356,20,9/21/14 23:35,935
9794,10496,16.4,9/21/14 23:35,880.002
9795,10498,64.6,9/21/14 23:35,78
9796,10499,64.6,9/21/14 23:35,223
9797,10360,61.2,9/21/14 23:35,312
9798,10364,46.6,9/21/14 23:35,440
9799,10363,18,9/21/14 23:35,759.001
9800,10361,45,9/21/14 23:35,304
9801,10357,72.6,9/21/14 23:50,129
9802,16981,17.1,9/21/14 23:50,629.956
9803,10356,17.3,9/21/14 23:50,1085
9804,10496,13.3,9/21/14 23:50,1080
9805,10498,58.6,9/21/14 23:50,85.9999
9806,10499,63.4,9/21/14 23:50,227
9807,10360,55.5,9/21/14 23:50,344
9808,10364,46.6,9/21/14 23:50,440
9809,10363,18,9/21/14 23:50,759.001
9810,10361,45,9/21/14 23:50,304
9811,10357,64.6,9/22/14 0:05,145
9812,16981,16.6,9/22/14 0:05,648.999
9813,10356,14.3,9/22/14 0:05,1313
9814,10496,11.3,9/22/14 0:05,1280
9815,10498,63,9/22/14 0:05,80
9816,10499,65.2,9/22/14 0:05,221
9817,10360,58.2,9/22/14 0:05,328
9818,10364,46.6,9/22/14 0:05,440
9819,10363,18,9/22/14 0:05,759.001
9820,10361,45.4,9/22/14 0:05,301
9821,10357,68.8,9/22/14 0:20,136
9822,16981,16.6,9/22/14 0:20,648.999
9823,10356,23,9/22/14 0:20,813.001
9824,10496,20.7,9/22/14 0:20,695.001
9825,10498,66.3,9/22/14 0:20,76
9826,10499,63.2,9/22/14 0:20,228
9827,10360,58.9,9/22/14 0:20,324
9828,10364,46.6,9/22/14 0:20,440
9829,10363,21.6,9/22/14 0:20,631.999
9830,10361,47.3,9/22/14 0:20,289
9831,10357,61.2,9/22/14 0:35,153
9832,16981,15.3,9/22/14 0:35,704.402
9833,10356,26.9,9/22/14 0:35,694.999
9834,10496,47.2,9/22/14 0:35,305
9835,10498,60,9/22/14 0:35,84
9836,10499,57.8,9/22/14 0:35,249
9837,10360,58.9,9/22/14 0:35,324
9838,10364,46.6,9/22/14 0:35,440
9839,10363,21.6,9/22/14 0:35,631.999
9840,10361,37.9,9/22/14 0:35,361
9841,10357,61.2,9/22/14 0:50,153
9842,16981,11.6,9/22/14 0:50,933.332
9843,10356,45.2,9/22/14 0:50,414
9844,10496,46.9,9/22/14 0:50,307
9845,10498,61.5,9/22/14 0:50,82
9846,10499,63.4,9/22/14 0:50,227
9847,10360,55.1,9/22/14 0:50,346
9848,10364,46.6,9/22/14 0:50,440
9849,10363,21.6,9/22/14 0:50,631.999
9850,10361,44.6,9/22/14 0:50,307
9851,10357,62.8,9/22/14 1:05,149
9852,16981,18.1,9/22/14 1:05,598.24
9853,10356,45.2,9/22/14 1:05,414
9854,10496,45.7,9/22/14 1:05,315
9855,10498,61.5,9/22/14 1:05,82
9856,10499,63.4,9/22/14 1:05,227
9857,10360,55.1,9/22/14 1:05,346
9858,10364,46.6,9/22/14 1:05,440
9859,10363,21.6,9/22/14 1:05,631.999
9860,10361,5,9/22/14 1:05,2716.98
9861,10357,61.2,9/22/14 1:20,153
9862,16981,11.6,9/22/14 1:20,933.332
9863,10356,47,9/22/14 1:20,398
9864,10496,48.5,9/22/14 1:20,297
9865,10498,58.6,9/22/14 1:20,85.9999
9866,10499,62.3,9/22/14 1:20,231
9867,10360,46.5,9/22/14 1:20,410
9868,10364,42.8,9/22/14 1:20,480
9869,10363,28.3,9/22/14 1:20,483
9870,10361,44.6,9/22/14 1:20,307
9871,10357,61.2,9/22/14 1:35,153
9872,16981,18.1,9/22/14 1:35,598.24
9873,10356,47,9/22/14 1:35,398
9874,10496,48.5,9/22/14 1:35,297
9875,10498,58.6,9/22/14 1:35,85.9999
9876,10499,63.4,9/22/14 1:35,227
9877,10360,52.7,9/22/14 1:35,362
9878,10364,32.3,9/22/14 1:35,634.999
9879,10363,28.3,9/22/14 1:35,483
9880,10361,39.4,9/22/14 1:35,347
9881,10357,61.2,9/22/14 1:50,153
9882,16981,25.9,9/22/14 1:50,416.429
9883,10356,48,9/22/14 1:50,390
9884,10496,50,9/22/14 1:50,288
9885,10498,58.6,9/22/14 1:50,85.9999
9886,10499,64,9/22/14 1:50,225
9887,10360,55,9/22/14 1:50,347
9888,10364,32.3,9/22/14 1:50,634.999
9889,10363,28.3,9/22/14 1:50,483
9890,10361,39.4,9/22/14 1:50,347
9891,10357,58.9,9/22/14 2:05,159
9892,16981,4.3,9/22/14 2:05,2516.02
9893,10356,50.1,9/22/14 2:05,374
9894,10496,50.3,9/22/14 2:05,286
9895,10498,61.5,9/22/14 2:05,82
9896,10499,62.9,9/22/14 2:05,229
9897,10360,55,9/22/14 2:05,347
9898,10364,32.3,9/22/14 2:05,634.999
9899,10363,28.3,9/22/14 2:05,483
9900,10361,10.2,9/22/14 2:05,1339
9901,10357,62.8,9/22/14 2:20,149
9902,16981,10.3,9/22/14 2:20,1050.71
9903,10356,48,9/22/14 2:20,390
9904,10496,50,9/22/14 2:20,288
9905,10498,58.6,9/22/14 2:20,85.9999
9906,10499,59.8,9/22/14 2:20,241
9907,10360,48.3,9/22/14 2:20,395
9908,10364,29,9/22/14 2:20,707.999
9909,10363,27.9,9/22/14 2:20,491
9910,10361,42.2,9/22/14 2:20,324
9911,10357,61.2,9/22/14 2:35,153
9912,16981,8.1,9/22/14 2:35,1326
9913,10356,41.6,9/22/14 2:35,450
9914,10496,41.9,9/22/14 2:35,344
9915,10498,58.6,9/22/14 2:35,85.9999
9916,10499,57.8,9/22/14 2:35,249
9917,10360,52.3,9/22/14 2:35,365
9918,10364,29,9/22/14 2:35,707.999
9919,10363,27.9,9/22/14 2:35,491
9920,10361,45,9/22/14 2:35,304
9921,10357,62,9/22/14 2:50,151
9922,16981,12.2,9/22/14 2:50,884.887
9923,10356,42.2,9/22/14 2:50,444
9924,10496,41.9,9/22/14 2:50,344
9925,10498,58.6,9/22/14 2:50,85.9999
9926,10499,57.4,9/22/14 2:50,251
9927,10360,51.4,9/22/14 2:50,371
9928,10364,29,9/22/14 2:50,707.999
9929,10363,27.9,9/22/14 2:50,491
9930,10361,45,9/22/14 2:50,304
9931,10357,62,9/22/14 3:05,151
9932,16981,28.2,9/22/14 3:05,382.885
9933,10356,42.2,9/22/14 3:05,444
9934,10496,41.9,9/22/14 3:05,344
9935,10498,58.6,9/22/14 3:05,85.9999
9936,10499,56.9,9/22/14 3:05,253
9937,10360,52,9/22/14 3:05,367
9938,10364,32.3,9/22/14 3:05,634.999
9939,10363,27.9,9/22/14 3:05,491
9940,10361,45,9/22/14 3:05,304
9941,10357,64.1,9/22/14 3:20,146
9942,16981,40.1,9/22/14 3:20,269
9943,10356,42.2,9/22/14 3:20,444
9944,10496,27.5,9/22/14 3:20,524
9945,10498,56,9/22/14 3:20,90
9946,10499,58.5,9/22/14 3:20,246
9947,10360,52.9,9/22/14 3:20,361
9948,10364,32.3,9/22/14 3:20,634.999
9949,10363,27.9,9/22/14 3:20,491
9950,10361,45,9/22/14 3:20,304
9951,10357,62.4,9/22/14 3:35,150
9952,16981,43.2,9/22/14 3:35,250.282
9953,10356,42.2,9/22/14 3:35,444
9954,10496,7.2,9/22/14 3:35,1992
9955,10498,58.6,9/22/14 3:35,85.9999
9956,10499,58.5,9/22/14 3:35,246
9957,10360,52.9,9/22/14 3:35,361
9958,10364,32.3,9/22/14 3:35,634.999
9959,10363,29.6,9/22/14 3:35,462
9960,10361,45,9/22/14 3:35,304
9961,10357,64.1,9/22/14 3:50,146
9962,16981,37.5,9/22/14 3:50,288
9963,10356,50.1,9/22/14 3:50,374
9964,10496,27.5,9/22/14 3:50,524
9965,10498,61.5,9/22/14 3:50,82
9966,10499,60.5,9/22/14 3:50,238
9967,10360,53.1,9/22/14 3:50,359
9968,10364,32.3,9/22/14 3:50,634.999
9969,10363,29.6,9/22/14 3:50,462
9970,10361,43.6,9/22/14 3:50,314
9971,10357,64.1,9/22/14 4:05,146
9972,16981,37.5,9/22/14 4:05,288
9973,10356,50.1,9/22/14 4:05,374
9974,10496,27.5,9/22/14 4:05,524
9975,10498,63,9/22/14 4:05,80
9976,10499,68.6,9/22/14 4:05,210
9977,10360,59.8,9/22/14 4:05,319
9978,10364,32.3,9/22/14 4:05,634.999
9979,10363,29.6,9/22/14 4:05,462
9980,10361,48.5,9/22/14 4:05,282
9981,10357,66.9,9/22/14 4:20,140
9982,16981,37.5,9/22/14 4:20,288
9983,10356,42.2,9/22/14 4:20,444
9984,10496,49.7,9/22/14 4:20,290
9985,10498,61.5,9/22/14 4:20,82
9986,10499,60.5,9/22/14 4:20,238
9987,10360,55.6,9/22/14 4:20,343
9988,10364,32.3,9/22/14 4:20,634.999
9989,10363,29.6,9/22/14 4:20,462
9990,10361,48.5,9/22/14 4:20,282
9991,10357,64.1,9/22/14 4:35,146
9992,16981,20.7,9/22/14 4:35,520.943
9993,10356,49.4,9/22/14 4:35,379
9994,10496,50.7,9/22/14 4:35,284
9995,10498,61.5,9/22/14 4:35,82
9996,10499,61.5,9/22/14 4:35,234
9997,10360,56.6,9/22/14 4:35,337
9998,10364,32.3,9/22/14 4:35,634.999
9999,10363,30.1,9/22/14 4:35,453.999
10000,10361,45.9,9/22/14 4:35,298
10001,10357,69.9,9/22/14 4:50,134
10002,16981,3.3,9/22/14 4:50,3274.96
10003,10356,49.4,9/22/14 4:50,379
10004,10496,51.8,9/22/14 4:50,278
10005,10498,66.3,9/22/14 4:50,76
10006,10499,66.1,9/22/14 4:50,218
10007,10360,62.6,9/22/14 4:50,305
10008,10364,29.7,9/22/14 4:50,690.001
10009,10363,35.2,9/22/14 4:50,389
10010,10361,39.5,9/22/14 4:50,346
10011,10357,64.1,9/22/14 5:05,146
10012,16981,3.3,9/22/14 5:05,3274.96
10013,10356,50.5,9/22/14 5:05,371
10014,10496,54.1,9/22/14 5:05,266
10015,10498,65.5,9/22/14 5:05,77.0001
10016,10499,68.2,9/22/14 5:05,211
10017,10360,63.2,9/22/14 5:05,302
10018,10364,29.7,9/22/14 5:05,690.001
10019,10363,35.9,9/22/14 5:05,381
10020,10361,52.6,9/22/14 5:05,260
10021,10357,64.1,9/22/14 5:20,146
10022,16981,3.3,9/22/14 5:20,3274.96
10023,10356,55.5,9/22/14 5:20,337
10024,10496,59.5,9/22/14 5:20,242
10025,10498,63.8,9/22/14 5:20,79
10026,10499,66.4,9/22/14 5:20,217
10027,10360,56.8,9/22/14 5:20,336
10028,10364,32.3,9/22/14 5:20,634.999
10029,10363,35.9,9/22/14 5:20,381
10030,10361,47.3,9/22/14 5:20,289
10031,10357,61.6,9/22/14 5:35,152
10032,16981,50,9/22/14 5:35,216
10033,10356,54.4,9/22/14 5:35,344
10034,10496,59.3,9/22/14 5:35,243
10035,10498,62.2,9/22/14 5:35,81
10036,10499,70.2,9/22/14 5:35,205
10037,10360,65.8,9/22/14 5:35,290
10038,10364,29.7,9/22/14 5:35,690.001
10039,10363,35.9,9/22/14 5:35,381
10040,10361,54.5,9/22/14 5:35,251
10041,10357,66.9,9/22/14 5:50,140
10042,16981,50,9/22/14 5:50,216
10043,10356,58.9,9/22/14 5:50,318
10044,10496,61.3,9/22/14 5:50,235
10045,10498,63.8,9/22/14 5:50,79
10046,10499,62.9,9/22/14 5:50,229
10047,10360,57.5,9/22/14 5:50,332
10048,10364,29.7,9/22/14 5:50,690.001
10049,10363,38.3,9/22/14 5:50,357
10050,10361,59.7,9/22/14 5:50,229
10051,10357,66.9,9/22/14 6:05,140
10052,16981,27.4,9/22/14 6:05,394.389
10053,10356,57.4,9/22/14 6:05,326
10054,10496,64.3,9/22/14 6:05,224
10055,10498,60.7,9/22/14 6:05,83
10056,10499,65.2,9/22/14 6:05,221
10057,10360,58.3,9/22/14 6:05,327
10058,10364,47.9,9/22/14 6:05,428
10059,10363,46.1,9/22/14 6:05,297
10060,10361,52.4,9/22/14 6:05,261
10061,10357,66.9,9/22/14 6:20,140
10062,16981,48.6,9/22/14 6:20,222
10063,10356,53.2,9/22/14 6:20,352
10064,10496,59,9/22/14 6:20,244
10065,10498,59.3,9/22/14 6:20,85
10066,10499,64.6,9/22/14 6:20,223
10067,10360,60.6,9/22/14 6:20,315
10068,10364,46.8,9/22/14 6:20,438
10069,10363,46.1,9/22/14 6:20,297
10070,10361,55.2,9/22/14 6:20,248
10071,10357,66.4,9/22/14 6:35,141
10072,16981,26.7,9/22/14 6:35,404.367
10073,10356,52,9/22/14 6:35,360
10074,10496,57.6,9/22/14 6:35,250
10075,10498,57.3,9/22/14 6:35,88
10076,10499,63.2,9/22/14 6:35,228
10077,10360,56.3,9/22/14 6:35,339
10078,10364,47.6,9/22/14 6:35,431
10079,10363,48.2,9/22/14 6:35,284
10080,10361,56.1,9/22/14 6:35,244
10081,10357,72.6,9/22/14 6:50,129
10082,16981,26.7,9/22/14 6:50,404.367
10083,10356,52.6,9/22/14 6:50,356
10084,10496,58.1,9/22/14 6:50,248
10085,10498,53.6,9/22/14 6:50,94
10086,10499,56.5,9/22/14 6:50,255
10087,10360,54.1,9/22/14 6:50,353
10088,10364,55.3,9/22/14 6:50,371
10089,10363,53.2,9/22/14 6:50,257
10090,10361,53.4,9/22/14 6:50,256
10091,10357,66.9,9/22/14 7:05,140
10092,16981,49.8,9/22/14 7:05,216.885
10093,10356,52.6,9/22/14 7:05,356
10094,10496,59,9/22/14 7:05,244
10095,10498,53.1,9/22/14 7:05,95.0001
10096,10499,49.5,9/22/14 7:05,291
10097,10360,45.3,9/22/14 7:05,421
10098,10364,54.9,9/22/14 7:05,374
10099,10363,53.6,9/22/14 7:05,255
10100,10361,49.6,9/22/14 7:05,276
10101,10357,68.8,9/22/14 7:20,136
10102,16981,51.2,9/22/14 7:20,211
10103,10356,53.2,9/22/14 7:20,352
10104,10496,59.5,9/22/14 7:20,242
10105,10498,53.6,9/22/14 7:20,94
10106,10499,45.6,9/22/14 7:20,316
10107,10360,34.8,9/22/14 7:20,548
10108,10364,51.7,9/22/14 7:20,397
10109,10363,50.5,9/22/14 7:20,271
10110,10361,46.8,9/22/14 7:20,292
10111,10357,67.8,9/22/14 7:35,138
10112,16981,50.9,9/22/14 7:35,212
10113,10356,54.7,9/22/14 7:35,342
10114,10496,59,9/22/14 7:35,244
10115,10498,53.6,9/22/14 7:35,94
10116,10499,35.3,9/22/14 7:35,408
10117,10360,27.4,9/22/14 7:35,696
10118,10364,51.2,9/22/14 7:35,401
10119,10363,53.6,9/22/14 7:35,255
10120,10361,55.2,9/22/14 7:35,248
10121,10357,46.6,9/22/14 7:50,201
10122,16981,25.8,9/22/14 7:50,418.068
10123,10356,49.7,9/22/14 7:50,377
10124,10496,53.7,9/22/14 7:50,268
10125,10498,28,9/22/14 7:50,180
10126,10499,24.3,9/22/14 7:50,593
10127,10360,22.9,9/22/14 7:50,832
10128,10364,51.4,9/22/14 7:50,399
10129,10363,52.8,9/22/14 7:50,259
10130,10361,53.9,9/22/14 7:50,254
10131,10357,30.9,9/22/14 8:05,303
10132,16981,8.8,9/22/14 8:05,1226
10133,10356,50.6,9/22/14 8:05,370
10134,10496,55.8,9/22/14 8:05,258
10135,10498,20.5,9/22/14 8:05,246
10136,10499,19.3,9/22/14 8:05,748.001
10137,10360,18.2,9/22/14 8:05,1048
10138,10364,49.6,9/22/14 8:05,414
10139,10363,51.6,9/22/14 8:05,265
10140,10361,53,9/22/14 8:05,258
10141,10357,21.9,9/22/14 8:20,427
10142,16981,8.8,9/22/14 8:20,1226
10143,10356,50.6,9/22/14 8:20,370
10144,10496,57.1,9/22/14 8:20,252
10145,10498,17,9/22/14 8:20,297
10146,10499,17.6,9/22/14 8:20,818.001
10147,10360,16.1,9/22/14 8:20,1188
10148,10364,48.2,9/22/14 8:20,426
10149,10363,49.4,9/22/14 8:20,277
10150,10361,49.9,9/22/14 8:20,274
10151,10357,25.9,9/22/14 8:35,361.999
10152,16981,27.6,9/22/14 8:35,390.893
10153,10356,53.5,9/22/14 8:35,350
10154,10496,55.4,9/22/14 8:35,260
10155,10498,19.5,9/22/14 8:35,258
10156,10499,19.1,9/22/14 8:35,752.001
10157,10360,15.8,9/22/14 8:35,1210
10158,10364,46.6,9/22/14 8:35,440
10159,10363,49,9/22/14 8:35,279
10160,10361,51.4,9/22/14 8:35,266
10161,10357,42.5,9/22/14 8:50,220
10162,16981,27.6,9/22/14 8:50,390.893
10163,10356,51.7,9/22/14 8:50,362
10164,10496,59.5,9/22/14 8:50,242
10165,10498,21.4,9/22/14 8:50,235
10166,10499,17.9,9/22/14 8:50,806
10167,10360,38.6,9/22/14 8:50,494
10168,10364,46.6,9/22/14 8:50,440
10169,10363,49.7,9/22/14 8:50,275
10170,10361,54.7,9/22/14 8:50,250
10171,10357,67.8,9/22/14 9:05,138
10172,16981,44.1,9/22/14 9:05,244.873
10173,10356,53.2,9/22/14 9:05,352
10174,10496,59.5,9/22/14 9:05,242
10175,10498,22.8,9/22/14 9:05,221
10176,10499,17.3,9/22/14 9:05,831.001
10177,10360,16.8,9/22/14 9:05,1139
10178,10364,50,9/22/14 9:05,410
10179,10363,49.7,9/22/14 9:05,275
10180,10361,52.2,9/22/14 9:05,262
10181,10357,68.3,9/22/14 9:20,137
10182,16981,53.8,9/22/14 9:20,200.876
10183,10356,48,9/22/14 9:20,390
10184,10496,52.6,9/22/14 9:20,274
10185,10498,30,9/22/14 9:20,168
10186,10499,19.9,9/22/14 9:20,724.999
10187,10360,17.7,9/22/14 9:20,1077
10188,10364,50,9/22/14 9:20,410
10189,10363,50.9,9/22/14 9:20,269
10190,10361,54.1,9/22/14 9:20,253
10191,10357,62.8,9/22/14 9:35,149
10192,16981,53.8,9/22/14 9:35,200.876
10193,10356,53.3,9/22/14 9:35,351
10194,10496,60.8,9/22/14 9:35,237
10195,10498,35,9/22/14 9:35,144
10196,10499,18.9,9/22/14 9:35,762.999
10197,10360,18.3,9/22/14 9:35,1044
10198,10364,50,9/22/14 9:35,410
10199,10363,50.9,9/22/14 9:35,269
10200,10361,52,9/22/14 9:35,263
10201,10357,68.8,9/22/14 9:50,136
10202,16981,52.3,9/22/14 9:50,206.499
10203,10356,53.3,9/22/14 9:50,351
10204,10496,58.8,9/22/14 9:50,245
10205,10498,31.7,9/22/14 9:50,159
10206,10499,21.8,9/22/14 9:50,660.999
10207,10360,17.4,9/22/14 9:50,1095
10208,10364,43.3,9/22/14 9:50,474
10209,10363,49.9,9/22/14 9:50,274
10210,10361,49.7,9/22/14 9:50,275
10211,10357,65.5,9/22/14 10:05,143
10212,16981,50,9/22/14 10:05,215.981
10213,10356,51.7,9/22/14 10:05,362
10214,10496,57.8,9/22/14 10:05,249
10215,10498,53.1,9/22/14 10:05,95.0001
10216,10499,28.5,9/22/14 10:05,506
10217,10360,20.7,9/22/14 10:05,921.001
10218,10364,24.5,9/22/14 10:05,835.998
10219,10363,48.9,9/22/14 10:05,280
10220,10361,50.9,9/22/14 10:05,269
10221,10357,63.7,9/22/14 10:20,147
10222,16981,32.8,9/22/14 10:20,329.66
10223,10356,53.8,9/22/14 10:20,348
10224,10496,59.8,9/22/14 10:20,241
10225,10498,57.9,9/22/14 10:20,87.0001
10226,10499,62.1,9/22/14 10:20,232
10227,10360,33.5,9/22/14 10:20,569
10228,10364,24.5,9/22/14 10:20,835.998
10229,10363,46.8,9/22/14 10:20,292
10230,10361,45.1,9/22/14 10:20,303
10231,10357,64.6,9/22/14 10:35,145
10232,16981,13.2,9/22/14 10:35,817.946
10233,10356,50.3,9/22/14 10:35,372
10234,10496,60.3,9/22/14 10:35,239
10235,10498,62.2,9/22/14 10:35,81
10236,10499,63.7,9/22/14 10:35,226
10237,10360,52.9,9/22/14 10:35,361
10238,10364,23.8,9/22/14 10:35,864
10239,10363,45,9/22/14 10:35,304
10240,10361,50.9,9/22/14 10:35,269
10241,10357,62.8,9/22/14 10:50,149
10242,16981,8.4,9/22/14 10:50,1280.74
10243,10356,55.4,9/22/14 10:50,338
10244,10496,56.9,9/22/14 10:50,253
10245,10498,62.2,9/22/14 10:50,81
10246,10499,68.6,9/22/14 10:50,210
10247,10360,62.1,9/22/14 10:50,307
10248,10364,46.8,9/22/14 10:50,438
10249,10363,45,9/22/14 10:50,304
10250,10361,51.6,9/22/14 10:50,265
10251,10357,64.6,9/22/14 11:05,145
10252,16981,15.6,9/22/14 11:05,690.305
10253,10356,51.7,9/22/14 11:05,362
10254,10496,56.9,9/22/14 11:05,253
10255,10498,68.1,9/22/14 11:05,74
10256,10499,67,9/22/14 11:05,215
10257,10360,58.2,9/22/14 11:05,328
10258,10364,45.6,9/22/14 11:05,450
10259,10363,45.6,9/22/14 11:05,300
10260,10361,54.1,9/22/14 11:05,253
10261,10357,64.6,9/22/14 11:20,145
10262,16981,14.6,9/22/14 11:20,742.028
10263,10356,56,9/22/14 11:20,334
10264,10496,60.3,9/22/14 11:20,239
10265,10498,61.5,9/22/14 11:20,82
10266,10499,64,9/22/14 11:20,225
10267,10360,55.5,9/22/14 11:20,344
10268,10364,48.4,9/22/14 11:20,424
10269,10363,48.9,9/22/14 11:20,280
10270,10361,50.9,9/22/14 11:20,269
10271,10357,68.3,9/22/14 11:35,137
10272,16981,47.6,9/22/14 11:35,226.982
10273,10356,50.6,9/22/14 11:35,370
10274,10496,57.4,9/22/14 11:35,251
10275,10498,64.6,9/22/14 11:35,78
10276,10499,67,9/22/14 11:35,215
10277,10360,50.7,9/22/14 11:35,376
10278,10364,49.3,9/22/14 11:35,416
10279,10363,53,9/22/14 11:35,258
10280,10361,61.3,9/22/14 11:35,223
10281,10357,68.3,9/22/14 11:50,137
10282,16981,13.1,9/22/14 11:50,827.168
10283,10356,52.3,9/22/14 11:50,358
10284,10496,56,9/22/14 11:50,257
10285,10498,68.1,9/22/14 11:50,74
10286,10499,68.2,9/22/14 11:50,211
10287,10360,59.6,9/22/14 11:50,320
10288,10364,49.3,9/22/14 11:50,416
10289,10363,53.9,9/22/14 11:50,254
10290,10361,51.6,9/22/14 11:50,265
10291,10357,65.5,9/22/14 12:05,143
10292,16981,7.8,9/22/14 12:05,1387.79
10293,10356,49,9/22/14 12:05,382
10294,10496,53.5,9/22/14 12:05,269
10295,10498,63,9/22/14 12:05,80
10296,10499,67,9/22/14 12:05,215
10297,10360,57.5,9/22/14 12:05,332
10298,10364,49.3,9/22/14 12:05,416
10299,10363,51.8,9/22/14 12:05,264
10300,10361,54.1,9/22/14 12:05,253
10301,10357,70.4,9/22/14 12:20,133
10302,16981,16.7,9/22/14 12:20,644.867
10303,10356,52,9/22/14 12:20,360
10304,10496,60.3,9/22/14 12:20,239
10305,10498,64.6,9/22/14 12:20,78
10306,10499,66.4,9/22/14 12:20,217
10307,10360,55.5,9/22/14 12:20,344
10308,10364,45,9/22/14 12:20,456
10309,10363,50.3,9/22/14 12:20,272
10310,10361,53.2,9/22/14 12:20,257
10311,10357,64.6,9/22/14 12:35,145
10312,16981,27,9/22/14 12:35,400.459
10313,10356,50.1,9/22/14 12:35,374
10314,10496,56.9,9/22/14 12:35,253
10315,10498,64.6,9/22/14 12:35,78
10316,10499,65.8,9/22/14 12:35,219
10317,10360,59.6,9/22/14 12:35,320
10318,10364,50.2,9/22/14 12:35,409
10319,10363,50.7,9/22/14 12:35,270
10320,10361,49.4,9/22/14 12:35,277
10321,10357,66.4,9/22/14 12:50,141
10322,16981,16.7,9/22/14 12:50,644.867
10323,10356,49,9/22/14 12:50,382
10324,10496,57.4,9/22/14 12:50,251
10325,10498,63.8,9/22/14 12:50,79
10326,10499,67.9,9/22/14 12:50,212
10327,10360,62.1,9/22/14 12:50,307
10328,10364,50.7,9/22/14 12:50,405
10329,10363,45.9,9/22/14 12:50,298
10330,10361,56.8,9/22/14 12:50,241
10331,10357,70.4,9/22/14 13:05,133
10332,16981,17.6,9/22/14 13:05,612.759
10333,10356,49.5,9/22/14 13:05,378
10334,10496,53.9,9/22/14 13:05,267
10335,10498,63.8,9/22/14 13:05,79
10336,10499,67.3,9/22/14 13:05,214
10337,10360,59.1,9/22/14 13:05,323
10338,10364,50.7,9/22/14 13:05,405
10339,10363,47.7,9/22/14 13:05,287
10340,10361,53.2,9/22/14 13:05,257
10341,10357,66.4,9/22/14 13:20,141
10342,16981,40.2,9/22/14 13:20,268.499
10343,10356,50.6,9/22/14 13:20,370
10344,10496,54.8,9/22/14 13:20,263
10345,10498,69,9/22/14 13:20,73
10346,10499,70.6,9/22/14 13:20,204
10347,10360,58.7,9/22/14 13:20,325
10348,10364,49.8,9/22/14 13:20,412
10349,10363,45.1,9/22/14 13:20,303
10350,10361,57.2,9/22/14 13:20,239
10351,10357,65.5,9/22/14 13:35,143
10352,16981,50,9/22/14 13:35,215.981
10353,10356,46.1,9/22/14 13:35,406
10354,10496,53.9,9/22/14 13:35,267
10355,10498,62.2,9/22/14 13:35,81
10356,10499,71.3,9/22/14 13:35,202
10357,10360,56.6,9/22/14 13:35,337
10358,10364,44.7,9/22/14 13:35,459
10359,10363,50.9,9/22/14 13:35,269
10360,10361,52.8,9/22/14 13:35,259
10361,10357,70.4,9/22/14 13:50,133
10362,16981,36.5,9/22/14 13:50,296.224
10363,10356,49,9/22/14 13:50,382
10364,10496,53.9,9/22/14 13:50,267
10365,10498,67.2,9/22/14 13:50,75
10366,10499,66.1,9/22/14 13:50,218
10367,10360,62.1,9/22/14 13:50,307
10368,10364,45.8,9/22/14 13:50,448
10369,10363,48.7,9/22/14 13:50,281
10370,10361,49,9/22/14 13:50,279
10371,10357,68.3,9/22/14 14:05,137
10372,16981,35.5,9/22/14 14:05,304.424
10373,10356,52.3,9/22/14 14:05,358
10374,10496,58.8,9/22/14 14:05,245
10375,10498,63.8,9/22/14 14:05,79
10376,10499,68.6,9/22/14 14:05,210
10377,10360,60.2,9/22/14 14:05,317
10378,10364,45.8,9/22/14 14:05,448
10379,10363,49.4,9/22/14 14:05,277
10380,10361,52,9/22/14 14:05,263
10381,10357,65.5,9/22/14 14:20,143
10382,16981,32.5,9/22/14 14:20,332.815
10383,10356,53.8,9/22/14 14:20,348
10384,10496,54.8,9/22/14 14:20,263
10385,10498,63.8,9/22/14 14:20,79
10386,10499,63.7,9/22/14 14:20,226
10387,10360,55,9/22/14 14:20,347
10388,10364,47.9,9/22/14 14:20,428
10389,10363,49.4,9/22/14 14:20,277
10390,10361,55.4,9/22/14 14:20,247
10391,10357,68.8,9/22/14 14:35,136
