"","pair_id","insert_time","travel_time","time"
"10088874",10356,"2013-09-16 06:55:00","391",2013-09-16 06:55:00
"10088875",10356,"2013-09-16 07:00:00","391",2013-09-16 07:00:00
"10088876",10356,"2013-09-16 07:05:00","391",2013-09-16 07:05:00
"10088877",10356,"2013-09-16 07:10:00","391",2013-09-16 07:10:00
"10088878",10356,"2013-09-16 07:15:00","391",2013-09-16 07:15:00
"10088879",10356,"2013-09-16 07:20:00","391",2013-09-16 07:20:00
"10088880",10356,"2013-09-16 07:25:00","391",2013-09-16 07:25:00
"10088881",10356,"2013-09-16 07:30:00","391",2013-09-16 07:30:00
"10088882",10356,"2013-09-16 07:35:00","366",2013-09-16 07:35:00
"10088883",10356,"2013-09-16 07:40:00","366",2013-09-16 07:40:00
"10088884",10356,"2013-09-16 07:45:00","348",2013-09-16 07:45:00
"10088885",10356,"2013-09-16 07:50:00","366",2013-09-16 07:50:00
"10088886",10356,"2013-09-16 07:55:00","366",2013-09-16 07:55:00
"10088887",10356,"2013-09-16 08:00:00","366",2013-09-16 08:00:00
"10088888",10356,"2013-09-16 08:05:00","366",2013-09-16 08:05:00
"10088889",10356,"2013-09-16 08:10:00","366",2013-09-16 08:10:00
"10088890",10356,"2013-09-16 08:15:00","340",2013-09-16 08:15:00
"10088891",10356,"2013-09-16 08:20:00","340",2013-09-16 08:20:00
"10088892",10356,"2013-09-16 08:25:00","340",2013-09-16 08:25:00
"10088893",10356,"2013-09-16 08:30:00","340",2013-09-16 08:30:00
"10088894",10356,"2013-09-16 08:35:00","336",2013-09-16 08:35:00
"10088895",10356,"2013-09-16 08:40:00","336",2013-09-16 08:40:00
"10088896",10356,"2013-09-16 08:45:00","336",2013-09-16 08:45:00
"10088897",10356,"2013-09-16 08:50:00","336",2013-09-16 08:50:00
"10088898",10356,"2013-09-16 08:55:00","336",2013-09-16 08:55:00
"10088899",10356,"2013-09-16 09:00:00","329",2013-09-16 09:00:00
"10088900",10356,"2013-09-16 09:05:00","331",2013-09-16 09:05:00
"10088901",10356,"2013-09-16 09:10:00","331",2013-09-16 09:10:00
"10088902",10356,"2013-09-16 09:15:00","331",2013-09-16 09:15:00
"10088903",10356,"2013-09-16 09:20:00","331",2013-09-16 09:20:00
"10088904",10356,"2013-09-16 09:25:00","315",2013-09-16 09:25:00
"10088905",10356,"2013-09-16 09:30:00","335",2013-09-16 09:30:00
"10088906",10356,"2013-09-16 09:35:00","335",2013-09-16 09:35:00
"10088907",10356,"2013-09-16 09:40:00","329",2013-09-16 09:40:00
"10088908",10356,"2013-09-16 09:45:00","313",2013-09-16 09:45:00
"10088909",10356,"2013-09-16 09:50:00","313",2013-09-16 09:50:00
"10088910",10356,"2013-09-16 09:55:00","315",2013-09-16 09:55:00
"10088911",10356,"2013-09-16 10:00:00","333",2013-09-16 10:00:00
"10088912",10356,"2013-09-16 10:05:00","341",2013-09-16 10:05:00
"10088913",10356,"2013-09-16 10:10:00","341",2013-09-16 10:10:00
"10088914",10356,"2013-09-16 10:15:00","337",2013-09-16 10:15:00
"10088915",10356,"2013-09-16 10:20:00","345",2013-09-16 10:20:00
"10088916",10356,"2013-09-16 10:25:00","353",2013-09-16 10:25:00
"10088917",10356,"2013-09-16 10:30:00","345",2013-09-16 10:30:00
"10088918",10356,"2013-09-16 10:35:00","345",2013-09-16 10:35:00
"10088919",10356,"2013-09-16 10:40:00","335",2013-09-16 10:40:00
"10088920",10356,"2013-09-16 10:45:00","335",2013-09-16 10:45:00
"10088921",10356,"2013-09-16 10:50:00","321",2013-09-16 10:50:00
"10088922",10356,"2013-09-16 10:55:00","331",2013-09-16 10:55:00
"10088923",10356,"2013-09-16 11:00:00","327",2013-09-16 11:00:00
"10088924",10356,"2013-09-16 11:05:00","327",2013-09-16 11:05:00
"10088925",10356,"2013-09-16 11:10:00","315",2013-09-16 11:10:00
